dataset,clf,y_true,y_point,p_max,T,I,F
Segment,SVM,5,5,0.97554,0.97182,0.00711,0.0
Segment,SVM,0,0,0.99385,0.99425,0.00238,0.0
Segment,SVM,6,6,0.73451,0.76368,0.16242,0.0
Segment,SVM,1,1,0.97446,0.97366,0.0147,0.0
Segment,SVM,3,3,0.99676,0.99549,0.00163,0.0
Segment,SVM,3,3,0.99788,0.99531,0.00555,0.0
Segment,SVM,2,2,0.91277,0.92521,0.02558,0.0
Segment,SVM,0,0,0.99493,0.99502,0.00152,0.0
Segment,SVM,1,1,0.99808,0.99774,0.00172,0.0
Segment,SVM,2,2,0.91794,0.93096,0.04975,0.0
Segment,SVM,6,6,0.85264,0.84382,0.10738,0.0
Segment,SVM,4,4,0.99385,0.9942,0.00243,0.0
Segment,SVM,5,5,0.99457,0.99345,0.00254,0.0
Segment,SVM,3,3,0.98742,0.98231,0.00957,0.0
Segment,SVM,2,2,0.75127,0.76354,0.08995,0.0
Segment,SVM,0,0,0.99116,0.99145,0.00358,0.0
Segment,SVM,2,2,0.75999,0.76695,0.13591,0.0
Segment,SVM,0,0,0.9958,0.99574,0.0021,0.0
Segment,SVM,0,0,0.997,0.99711,0.00129,0.0
Segment,SVM,4,4,0.9941,0.99449,0.00207,0.0
Segment,SVM,0,0,0.79777,0.79806,0.15683,0.0
Segment,SVM,4,4,0.93901,0.92308,0.06839,0.0
Segment,SVM,5,5,0.99624,0.99556,0.00139,0.0
Segment,SVM,2,2,0.96028,0.96173,0.04856,0.0
Segment,SVM,3,3,0.9928,0.98915,0.00589,0.0
Segment,SVM,3,3,0.99335,0.99056,0.00415,0.0
Segment,SVM,5,5,0.9949,0.99404,0.00186,0.0
Segment,SVM,2,2,0.85996,0.8856,0.0838,0.0
Segment,SVM,4,4,0.99677,0.99708,0.00119,0.0
Segment,SVM,2,2,0.87818,0.88374,0.03906,0.0
Segment,SVM,0,0,0.99464,0.99471,0.00167,0.0
Segment,SVM,4,4,0.97986,0.9822,0.00924,0.0
Segment,SVM,3,3,0.9909,0.98723,0.00483,0.0
Segment,SVM,2,2,0.94919,0.95456,0.01779,0.0
Segment,SVM,3,3,0.99481,0.99247,0.00366,0.0
Segment,SVM,3,3,0.98745,0.98306,0.00614,0.0
Segment,SVM,0,0,0.99617,0.99639,0.00135,0.0
Segment,SVM,1,1,0.9964,0.99708,0.0025,0.0
Segment,SVM,4,4,0.9928,0.99306,0.00359,0.0
Segment,SVM,0,0,0.99494,0.99475,0.00239,0.0
Segment,SVM,5,5,0.9832,0.97896,0.01094,0.0
Segment,SVM,3,3,0.98922,0.98407,0.00991,0.0
Segment,SVM,5,5,0.99153,0.98936,0.00399,0.0
Segment,SVM,2,2,0.7623,0.67434,0.34335,0.1
Segment,SVM,0,0,0.99768,0.99772,0.00063,0.0
Segment,SVM,1,1,0.99168,0.98841,0.01078,0.0
Segment,SVM,2,2,0.72541,0.70105,0.23409,0.05
Segment,SVM,3,3,0.99612,0.99009,0.01264,0.0
Segment,SVM,0,0,0.99482,0.99458,0.00335,0.0
Segment,SVM,4,4,0.99241,0.99298,0.00324,0.0
Segment,SVM,5,5,0.996,0.99529,0.00164,0.0
Segment,SVM,0,0,0.96265,0.96367,0.0192,0.0
Segment,SVM,3,3,0.99582,0.9938,0.00302,0.0
Segment,SVM,1,1,0.95541,0.90589,0.0996,0.0
Segment,SVM,0,0,0.9727,0.97235,0.01999,0.0
Segment,SVM,5,5,0.99715,0.99666,0.00098,0.0
Segment,SVM,3,3,0.99728,0.99446,0.00584,0.0
Segment,SVM,1,1,0.95007,0.95908,0.03671,0.0
Segment,SVM,2,2,0.88975,0.90924,0.07815,0.0
Segment,SVM,2,2,0.82759,0.83942,0.06344,0.0
Segment,SVM,6,6,0.92633,0.9396,0.04126,0.0
Segment,SVM,2,2,0.66917,0.68564,0.29323,0.1
Segment,SVM,2,2,0.87501,0.88429,0.03917,0.0
Segment,SVM,0,0,0.99033,0.99097,0.00505,0.0
Segment,SVM,4,4,0.994,0.99465,0.00213,0.0
Segment,SVM,0,0,0.9861,0.98359,0.00763,0.0
Segment,SVM,4,4,0.96132,0.96512,0.01481,0.0
Segment,SVM,1,1,0.94254,0.94402,0.03492,0.0
Segment,SVM,1,1,0.98641,0.97703,0.0342,0.0
Segment,SVM,6,6,0.96712,0.9673,0.02123,0.0
Segment,SVM,6,6,0.97039,0.96888,0.02031,0.0
Segment,SVM,6,2,0.71347,0.70351,0.09266,0.0
Segment,SVM,4,4,0.99004,0.98934,0.0059,0.0
Segment,SVM,6,6,0.64707,0.59525,0.34162,0.15
Segment,SVM,1,1,0.99578,0.99663,0.0023,0.0
Segment,SVM,4,4,0.99557,0.99602,0.00099,0.0
Segment,SVM,1,1,0.96771,0.95595,0.05023,0.0
Segment,SVM,2,2,0.90431,0.91886,0.03493,0.0
Segment,SVM,2,2,0.92652,0.93576,0.02414,0.0
Segment,SVM,0,0,0.96747,0.96683,0.01433,0.0
Segment,SVM,4,4,0.97547,0.97545,0.01046,0.0
Segment,SVM,5,5,0.98965,0.98791,0.00401,0.0
Segment,SVM,0,0,0.99802,0.998,0.00063,0.0
Segment,SVM,5,5,0.97407,0.96959,0.00803,0.0
Segment,SVM,6,6,0.9557,0.96253,0.0178,0.0
Segment,SVM,5,5,0.9939,0.99229,0.00214,0.0
Segment,SVM,5,5,0.99677,0.9961,0.00116,0.0
Segment,SVM,4,4,0.93979,0.92507,0.06075,0.0
Segment,SVM,4,4,0.99504,0.99515,0.00178,0.0
Segment,SVM,1,1,0.94,0.94043,0.03043,0.0
Segment,SVM,3,3,0.99605,0.99252,0.00976,0.0
Segment,SVM,3,3,0.95505,0.80071,0.39065,0.0
Segment,SVM,6,6,0.75145,0.73609,0.19189,0.0
Segment,SVM,1,1,0.99345,0.99347,0.00544,0.0
Segment,SVM,3,3,0.99467,0.9922,0.00376,0.0
Segment,SVM,6,6,0.97402,0.97698,0.01388,0.0
Segment,SVM,2,2,0.88444,0.89413,0.05166,0.0
Segment,SVM,1,1,0.90353,0.90715,0.0351,0.0
Segment,SVM,3,3,0.99629,0.99477,0.00245,0.0
Segment,SVM,1,6,0.80258,0.8238,0.1086,0.0
Segment,SVM,3,3,0.99301,0.99048,0.00404,0.0
Segment,SVM,4,4,0.95585,0.92304,0.19752,0.0
Segment,SVM,3,3,0.99584,0.99356,0.00325,0.0
Segment,SVM,4,4,0.9925,0.99313,0.00309,0.0
Segment,SVM,0,0,0.99785,0.99776,0.00069,0.0
Segment,SVM,0,0,0.99425,0.99471,0.00215,0.0
Segment,SVM,2,2,0.89842,0.91381,0.02839,0.0
Segment,SVM,6,6,0.9387,0.93795,0.02825,0.0
Segment,SVM,0,0,0.99327,0.99315,0.00374,0.0
Segment,SVM,0,0,0.98888,0.98984,0.00411,0.0
Segment,SVM,6,6,0.93165,0.93349,0.0353,0.0
Segment,SVM,4,4,0.9652,0.96628,0.01807,0.0
Segment,SVM,2,2,0.85687,0.86244,0.05174,0.0
Segment,SVM,1,1,0.99814,0.99793,0.00111,0.0
Segment,SVM,1,1,0.93175,0.9318,0.0703,0.0
Segment,SVM,1,1,0.99478,0.99377,0.00352,0.0
Segment,SVM,4,4,0.95672,0.95937,0.01177,0.0
Segment,SVM,5,5,0.99598,0.99522,0.00138,0.0
Segment,SVM,0,0,0.99426,0.99409,0.00245,0.0
Segment,SVM,5,5,0.99631,0.99559,0.00129,0.0
Segment,SVM,3,3,0.99867,0.99671,0.00134,0.0
Segment,SVM,6,6,0.81686,0.81912,0.15064,0.0
Segment,SVM,2,2,0.91921,0.93534,0.04631,0.0
Segment,SVM,6,6,0.90868,0.90616,0.06248,0.0
Segment,SVM,4,4,0.99533,0.99569,0.00151,0.0
Segment,SVM,4,4,0.9723,0.97146,0.00803,0.0
Segment,SVM,1,1,0.70648,0.71522,0.09337,0.0
Segment,SVM,4,4,0.99701,0.99731,0.00092,0.0
Segment,SVM,4,4,0.95729,0.90072,0.18469,0.0
Segment,SVM,3,3,0.99638,0.99489,0.00219,0.0
Segment,SVM,2,2,0.90524,0.91486,0.02973,0.0
Segment,SVM,1,2,0.6157,0.65379,0.2151,0.05
Segment,SVM,0,0,0.98296,0.98192,0.01348,0.0
Segment,SVM,5,5,0.99389,0.99283,0.00196,0.0
Segment,SVM,1,1,0.99644,0.99676,0.00228,0.0
Segment,SVM,5,5,0.98313,0.98045,0.00523,0.0
Segment,SVM,6,2,0.51466,0.51769,0.23507,0.35
Segment,SVM,0,0,0.98569,0.98531,0.01167,0.0
Segment,SVM,1,1,0.99644,0.99676,0.00228,0.0
Segment,SVM,5,5,0.89031,0.86413,0.05263,0.0
Segment,SVM,0,0,0.99426,0.99395,0.00358,0.0
Segment,SVM,4,4,0.97435,0.97086,0.03191,0.0
Segment,SVM,0,0,0.99402,0.99411,0.00193,0.0
Segment,SVM,1,1,0.77031,0.74131,0.28488,0.05
Segment,SVM,1,1,0.92694,0.93781,0.05904,0.0
Segment,SVM,3,3,0.99692,0.99506,0.00311,0.0
Segment,SVM,5,5,0.9745,0.96783,0.01921,0.0
Segment,SVM,6,2,0.66898,0.68187,0.18365,0.0
Segment,SVM,5,5,0.99256,0.99129,0.00236,0.0
Segment,SVM,1,1,0.95839,0.96427,0.02867,0.0
Segment,SVM,4,4,0.9839,0.98698,0.0067,0.0
Segment,SVM,4,4,0.94662,0.94366,0.05236,0.0
Segment,SVM,4,4,0.96956,0.97087,0.0064,0.0
Segment,SVM,2,2,0.85518,0.86036,0.1131,0.0
Segment,SVM,3,3,0.99706,0.99529,0.00302,0.0
Segment,SVM,5,5,0.99201,0.99065,0.00319,0.0
Segment,SVM,3,3,0.99753,0.99542,0.0034,0.0
Segment,SVM,1,1,0.99291,0.99018,0.01032,0.0
Segment,SVM,6,2,0.68652,0.67242,0.14042,0.05
Segment,SVM,3,3,0.99677,0.99521,0.00235,0.0
Segment,SVM,5,5,0.99234,0.99067,0.00444,0.0
Segment,SVM,4,4,0.99438,0.99468,0.00222,0.0
Segment,SVM,5,5,0.99369,0.9926,0.00211,0.0
Segment,SVM,3,3,0.99131,0.98622,0.00908,0.0
Segment,SVM,0,0,0.99282,0.99281,0.00414,0.0
Segment,SVM,4,4,0.97003,0.96707,0.02303,0.0
Segment,SVM,1,1,0.99085,0.99251,0.0062,0.0
Segment,SVM,0,0,0.99549,0.99567,0.00234,0.0
Segment,SVM,5,5,0.99662,0.99598,0.00128,0.0
Segment,SVM,5,5,0.99366,0.99216,0.00373,0.0
Segment,SVM,4,4,0.95782,0.95914,0.02389,0.0
Segment,SVM,6,6,0.97939,0.98333,0.00822,0.0
Segment,SVM,1,1,0.99163,0.99347,0.00564,0.0
Segment,SVM,0,0,0.99556,0.9956,0.00255,0.0
Segment,SVM,0,0,0.9903,0.99024,0.00658,0.0
Segment,SVM,1,1,0.99236,0.98735,0.01088,0.0
Segment,SVM,2,2,0.90884,0.92487,0.07436,0.0
Segment,SVM,4,4,0.99742,0.99771,0.00061,0.0
Segment,SVM,0,0,0.99022,0.99038,0.00491,0.0
Segment,SVM,1,1,0.99378,0.99384,0.0033,0.0
Segment,SVM,3,3,0.99762,0.99662,0.00158,0.0
Segment,SVM,5,5,0.99352,0.99245,0.00197,0.0
Segment,SVM,0,0,0.99575,0.99568,0.00177,0.0
Segment,SVM,2,2,0.92867,0.93881,0.05762,0.0
Segment,SVM,0,0,0.99537,0.99527,0.00291,0.0
Segment,SVM,6,6,0.62632,0.58418,0.33686,0.1
Segment,SVM,0,0,0.99812,0.99815,0.00055,0.0
Segment,SVM,5,5,0.99605,0.99533,0.00153,0.0
Segment,SVM,4,4,0.97996,0.98409,0.0087,0.0
Segment,SVM,5,5,0.9942,0.99256,0.00212,0.0
Segment,SVM,0,0,0.99489,0.99473,0.00377,0.0
Segment,SVM,4,4,0.99425,0.99477,0.00253,0.0
Segment,SVM,5,5,0.99338,0.99208,0.00355,0.0
Segment,SVM,5,5,0.99637,0.99564,0.00157,0.0
Segment,SVM,6,1,0.69342,0.73586,0.15805,0.0
Segment,SVM,1,1,0.96928,0.9653,0.02617,0.0
Segment,SVM,3,3,0.99515,0.99323,0.00259,0.0
Segment,SVM,4,1,0.62049,0.57037,0.23782,0.35
Segment,SVM,2,2,0.93731,0.94887,0.0206,0.0
Segment,SVM,5,5,0.98857,0.9861,0.00462,0.0
Segment,SVM,6,6,0.90124,0.90892,0.06266,0.0
Segment,SVM,1,1,0.98414,0.98771,0.01257,0.0
Segment,SVM,2,2,0.88575,0.90768,0.04704,0.0
Segment,SVM,1,6,0.84182,0.8332,0.09982,0.0
Segment,SVM,1,1,0.99864,0.9985,0.00088,0.0
Segment,SVM,6,1,0.5932,0.56372,0.28952,0.1
Segment,SVM,3,3,0.98917,0.9838,0.00904,0.0
Segment,SVM,5,5,0.99471,0.99373,0.00198,0.0
Segment,SVM,4,4,0.95898,0.95704,0.03238,0.0
Segment,SVM,5,5,0.99563,0.99477,0.00194,0.0
Segment,SVM,5,5,0.9913,0.99003,0.00225,0.0
Segment,SVM,5,5,0.98036,0.97784,0.00556,0.0
Segment,SVM,3,3,0.99304,0.98943,0.00577,0.0
Segment,SVM,6,6,0.91976,0.90484,0.05383,0.0
Segment,SVM,1,1,0.84707,0.86368,0.09775,0.0
Segment,SVM,5,5,0.9832,0.97896,0.01094,0.0
Segment,SVM,5,5,0.99608,0.99532,0.0015,0.0
Segment,SVM,2,2,0.87235,0.75141,0.28107,0.0
Segment,SVM,0,0,0.98872,0.98649,0.01331,0.0
Segment,SVM,6,6,0.68022,0.69424,0.15586,0.0
Segment,SVM,1,1,0.99745,0.99667,0.00345,0.0
Segment,SVM,2,2,0.94713,0.9516,0.02892,0.0
Segment,SVM,3,3,0.99025,0.99067,0.00492,0.0
Segment,SVM,2,2,0.94233,0.95458,0.0214,0.0
Segment,SVM,5,5,0.99105,0.98958,0.0038,0.0
Segment,SVM,3,3,0.99406,0.99419,0.00322,0.0
Segment,SVM,3,3,0.98696,0.98887,0.00651,0.0
Segment,SVM,6,6,0.95947,0.96183,0.02381,0.0
Segment,SVM,4,4,0.99527,0.99511,0.00176,0.0
Segment,SVM,2,2,0.93024,0.93813,0.04502,0.0
Segment,SVM,4,4,0.99732,0.99738,0.00095,0.0
Segment,SVM,1,1,0.87447,0.87071,0.19621,0.0
Segment,SVM,1,1,0.99753,0.9972,0.00229,0.0
Segment,SVM,3,3,0.99455,0.99487,0.00273,0.0
Segment,SVM,1,1,0.99325,0.99336,0.00337,0.0
Segment,SVM,6,6,0.97679,0.97928,0.01225,0.0
Segment,SVM,1,1,0.84813,0.82852,0.16307,0.0
Segment,SVM,0,0,0.82972,0.81302,0.23136,0.05
Segment,SVM,0,0,0.99153,0.99123,0.00479,0.0
Segment,SVM,4,4,0.99207,0.98978,0.00661,0.0
Segment,SVM,2,2,0.91655,0.91832,0.02222,0.0
Segment,SVM,1,1,0.71858,0.71299,0.2642,0.15
Segment,SVM,6,6,0.8674,0.79749,0.21027,0.0
Segment,SVM,0,0,0.98958,0.99042,0.00684,0.0
Segment,SVM,0,0,0.99695,0.9971,0.00127,0.0
Segment,SVM,5,5,0.9927,0.99073,0.00305,0.0
Segment,SVM,5,5,0.98354,0.98088,0.00718,0.0
Segment,SVM,6,6,0.5649,0.50274,0.28484,0.55
Segment,SVM,1,1,0.91257,0.90486,0.09504,0.0
Segment,SVM,6,6,0.96455,0.96489,0.01773,0.0
Segment,SVM,6,6,0.96876,0.97244,0.01563,0.0
Segment,SVM,3,3,0.97987,0.98202,0.00989,0.0
Segment,SVM,4,4,0.97944,0.97811,0.0076,0.0
Segment,SVM,2,2,0.87823,0.87955,0.0918,0.0
Segment,SVM,3,3,0.99563,0.99526,0.00313,0.0
Segment,SVM,4,4,0.99544,0.99534,0.00179,0.0
Segment,SVM,2,2,0.75796,0.7509,0.12139,0.0
Segment,SVM,4,4,0.97506,0.97254,0.01295,0.0
Segment,SVM,4,4,0.99501,0.99474,0.00194,0.0
Segment,SVM,6,6,0.67953,0.5972,0.27246,0.1
Segment,SVM,6,2,0.83365,0.84136,0.05397,0.0
Segment,SVM,0,0,0.93083,0.93562,0.05001,0.0
Segment,SVM,3,3,0.98911,0.99038,0.00614,0.0
Segment,SVM,4,4,0.92781,0.92363,0.06083,0.0
Segment,SVM,2,2,0.49974,0.50736,0.24024,0.45
Segment,SVM,1,1,0.9885,0.98877,0.007,0.0
Segment,SVM,2,6,0.79605,0.77124,0.1358,0.0
Segment,SVM,4,4,0.98609,0.98453,0.0078,0.0
Segment,SVM,2,2,0.8483,0.84292,0.06722,0.0
Segment,SVM,4,4,0.99709,0.99728,0.00085,0.0
Segment,SVM,1,1,0.54793,0.56553,0.36968,0.35
Segment,SVM,6,6,0.54742,0.55217,0.16857,0.25
Segment,SVM,6,6,0.9679,0.97124,0.02349,0.0
Segment,SVM,6,2,0.9184,0.89931,0.09315,0.0
Segment,SVM,6,6,0.76085,0.76276,0.25872,0.0
Segment,SVM,1,1,0.42923,0.50257,0.50828,0.35
Segment,SVM,4,4,0.99556,0.99555,0.00183,0.0
Segment,SVM,0,0,0.98528,0.98632,0.00869,0.0
Segment,SVM,4,4,0.99707,0.99715,0.00106,0.0
Segment,SVM,0,0,0.98072,0.98224,0.01362,0.0
Segment,SVM,5,5,0.99272,0.99113,0.00232,0.0
Segment,SVM,3,3,0.98846,0.99029,0.00602,0.0
Segment,SVM,1,1,0.97836,0.97827,0.00827,0.0
Segment,SVM,3,3,0.99355,0.99441,0.00292,0.0
Segment,SVM,3,3,0.99192,0.99232,0.00443,0.0
Segment,SVM,4,4,0.99815,0.99823,0.00055,0.0
Segment,SVM,5,5,0.9949,0.99368,0.00235,0.0
Segment,SVM,3,3,0.99366,0.99383,0.00344,0.0
Segment,SVM,1,1,0.99823,0.99801,0.00137,0.0
Segment,SVM,0,0,0.9959,0.99611,0.00195,0.0
Segment,SVM,6,6,0.96305,0.96751,0.01999,0.0
Segment,SVM,6,6,0.69447,0.64224,0.3382,0.15
Segment,SVM,1,1,0.98385,0.98109,0.01278,0.0
Segment,SVM,5,5,0.99151,0.98909,0.00428,0.0
Segment,SVM,4,4,0.99629,0.9963,0.00145,0.0
Segment,SVM,1,1,0.98794,0.98799,0.00975,0.0
Segment,SVM,4,4,0.99453,0.99408,0.00213,0.0
Segment,SVM,5,5,0.99697,0.99629,0.00095,0.0
Segment,SVM,0,0,0.99656,0.99665,0.00153,0.0
Segment,SVM,5,5,0.99409,0.99251,0.00249,0.0
Segment,SVM,5,5,0.98906,0.98735,0.00508,0.0
Segment,SVM,5,5,0.9964,0.99554,0.00145,0.0
Segment,SVM,2,2,0.65714,0.62467,0.22095,0.0
Segment,SVM,4,4,0.97766,0.97973,0.00753,0.0
Segment,SVM,2,2,0.66777,0.64458,0.23883,0.05
Segment,SVM,3,3,0.98922,0.98932,0.00588,0.0
Segment,SVM,0,0,0.99528,0.9953,0.00225,0.0
Segment,SVM,1,1,0.96699,0.95164,0.05124,0.0
Segment,SVM,6,6,0.61173,0.48881,0.35978,0.3
Segment,SVM,5,5,0.88365,0.84507,0.09651,0.0
Segment,SVM,6,2,0.86981,0.88059,0.06019,0.0
Segment,SVM,2,2,0.78114,0.77796,0.17643,0.0
Segment,SVM,2,2,0.87937,0.88684,0.03491,0.0
Segment,SVM,5,5,0.96211,0.95788,0.00774,0.0
Segment,SVM,0,0,0.99021,0.99107,0.00675,0.0
Segment,SVM,3,3,0.99348,0.99415,0.00374,0.0
Segment,SVM,5,5,0.99398,0.99244,0.00234,0.0
Segment,SVM,0,0,0.99432,0.99465,0.00272,0.0
Segment,SVM,2,2,0.85054,0.85634,0.04818,0.0
Segment,SVM,0,0,0.99379,0.99389,0.00257,0.0
Segment,SVM,6,6,0.94043,0.9455,0.02651,0.0
Segment,SVM,6,6,0.96876,0.97244,0.01563,0.0
Segment,SVM,4,4,0.91306,0.90893,0.04247,0.0
Segment,SVM,4,4,0.99034,0.98934,0.00416,0.0
Segment,SVM,2,2,0.88101,0.85938,0.117,0.0
Segment,SVM,0,0,0.98808,0.98937,0.00761,0.0
Segment,SVM,2,2,0.69949,0.68084,0.13406,0.0
Segment,SVM,5,5,0.99652,0.9958,0.00117,0.0
Segment,SVM,6,6,0.93123,0.93399,0.04311,0.0
Segment,SVM,6,6,0.91008,0.91895,0.0537,0.0
Segment,SVM,5,5,0.99023,0.988,0.00386,0.0
Segment,SVM,0,0,0.97417,0.97383,0.01372,0.0
Segment,SVM,6,6,0.87853,0.88391,0.08053,0.0
Segment,SVM,2,2,0.90413,0.91941,0.05802,0.0
Segment,SVM,1,1,0.9284,0.90175,0.11866,0.0
Segment,SVM,2,2,0.90724,0.92628,0.05721,0.0
Segment,SVM,2,2,0.94081,0.95722,0.03595,0.0
Segment,SVM,3,3,0.99158,0.99242,0.0045,0.0
Segment,SVM,6,6,0.7911,0.75667,0.19126,0.05
Segment,SVM,6,1,0.64541,0.62981,0.34269,0.2
Segment,SVM,0,0,0.98722,0.98748,0.01027,0.0
Segment,SVM,0,0,0.99731,0.99744,0.00131,0.0
Segment,SVM,3,3,0.98932,0.99103,0.00502,0.0
Segment,SVM,0,0,0.99111,0.99124,0.00503,0.0
Segment,SVM,6,6,0.93273,0.92045,0.05702,0.0
Segment,SVM,1,1,0.99095,0.99058,0.00593,0.0
Segment,SVM,3,3,0.97752,0.97681,0.01629,0.0
Segment,SVM,4,4,0.9959,0.99506,0.00194,0.0
Segment,SVM,0,0,0.99433,0.99426,0.00403,0.0
Segment,SVM,0,0,0.99477,0.99478,0.00204,0.0
Segment,SVM,5,5,0.99623,0.99546,0.00111,0.0
Segment,SVM,2,2,0.76255,0.74817,0.10582,0.0
Segment,SVM,3,3,0.99381,0.99395,0.00325,0.0
Segment,SVM,5,5,0.99504,0.99406,0.00135,0.0
Segment,SVM,1,6,0.62834,0.62888,0.20944,0.1
Segment,SVM,6,2,0.56923,0.56141,0.122,0.15
Segment,SVM,0,0,0.98599,0.98776,0.00952,0.0
Segment,SVM,0,0,0.99602,0.99623,0.00209,0.0
Segment,SVM,6,6,0.52541,0.55316,0.13146,0.2
Segment,SVM,4,4,0.99367,0.9918,0.00534,0.0
Segment,SVM,5,5,0.99716,0.99647,0.00104,0.0
Segment,SVM,0,0,0.99021,0.99107,0.00675,0.0
Segment,SVM,5,5,0.99743,0.99678,0.00092,0.0
Segment,SVM,3,3,0.98444,0.9859,0.00753,0.0
Segment,SVM,2,6,0.6056,0.56121,0.26139,0.1
Segment,SVM,1,1,0.59541,0.64866,0.30533,0.05
Segment,SVM,2,2,0.90174,0.92485,0.04515,0.0
Segment,SVM,2,2,0.94316,0.94225,0.07714,0.0
Segment,SVM,1,1,0.76785,0.73315,0.2026,0.05
Segment,SVM,0,0,0.97243,0.97436,0.02099,0.0
Segment,SVM,0,0,0.97449,0.97438,0.01615,0.0
Segment,SVM,0,0,0.9869,0.98551,0.02238,0.0
Segment,SVM,4,4,0.98614,0.98512,0.00572,0.0
Segment,SVM,3,3,0.99263,0.99366,0.00333,0.0
Segment,SVM,5,5,0.97738,0.97331,0.00542,0.0
Segment,SVM,2,2,0.95074,0.96163,0.03409,0.0
Segment,SVM,6,6,0.90553,0.89747,0.06761,0.0
Segment,SVM,3,3,0.98734,0.98901,0.00718,0.0
Segment,SVM,1,1,0.98746,0.98461,0.01067,0.0
Segment,SVM,6,6,0.92508,0.91739,0.05543,0.0
Segment,SVM,2,2,0.49535,0.49853,0.22651,0.5
Segment,SVM,1,1,0.94348,0.94432,0.04803,0.0
Segment,SVM,1,1,0.97257,0.96965,0.01615,0.0
Segment,SVM,2,2,0.8458,0.75853,0.3432,0.05
Segment,SVM,4,4,0.97646,0.97542,0.00978,0.0
Segment,SVM,1,1,0.86418,0.83334,0.16591,0.0
Segment,SVM,2,2,0.96006,0.9695,0.02547,0.0
Segment,SVM,3,3,0.98338,0.98385,0.00711,0.0
Segment,SVM,1,1,0.92579,0.92048,0.04712,0.0
Segment,SVM,6,2,0.63646,0.61117,0.12234,0.0
Segment,SVM,5,5,0.99086,0.9867,0.00686,0.0
Segment,SVM,5,5,0.99409,0.99254,0.00245,0.0
Segment,SVM,2,2,0.96791,0.97575,0.01738,0.0
Segment,SVM,1,1,0.99595,0.99369,0.01436,0.0
Segment,SVM,5,5,0.99592,0.99497,0.00138,0.0
Segment,SVM,4,4,0.97949,0.97122,0.05184,0.0
Segment,SVM,5,5,0.99552,0.99458,0.00168,0.0
Segment,SVM,3,3,0.98649,0.98837,0.00703,0.0
Segment,SVM,2,2,0.91651,0.92875,0.04796,0.0
Segment,SVM,6,2,0.5139,0.52457,0.23078,0.45
Segment,SVM,3,3,0.98393,0.98611,0.00896,0.0
Segment,SVM,0,0,0.99571,0.99565,0.00175,0.0
Segment,SVM,5,5,0.9949,0.99364,0.00196,0.0
Segment,SVM,3,3,0.98507,0.9862,0.00975,0.0
Segment,SVM,5,5,0.97897,0.97237,0.01564,0.0
Segment,SVM,6,6,0.96323,0.96798,0.01686,0.0
Segment,SVM,5,5,0.99224,0.99043,0.00328,0.0
Segment,SVM,4,4,0.97007,0.972,0.01245,0.0
Segment,SVM,3,3,0.98583,0.98775,0.006,0.0
Segment,SVM,2,2,0.89011,0.92066,0.04089,0.0
Segment,SVM,6,6,0.67272,0.69518,0.30833,0.1
Segment,SVM,4,4,0.99459,0.99434,0.00252,0.0
Segment,SVM,5,5,0.99422,0.99275,0.00229,0.0
Segment,SVM,3,3,0.99287,0.99315,0.00396,0.0
Segment,SVM,4,4,0.9934,0.99175,0.00373,0.0
Segment,SVM,3,3,0.99232,0.99323,0.00423,0.0
Segment,SVM,2,2,0.71203,0.71627,0.12347,0.0
Segment,SVM,0,0,0.98583,0.98673,0.00953,0.0
Segment,SVM,5,5,0.99198,0.98988,0.00396,0.0
Segment,SVM,3,3,0.98945,0.98987,0.00671,0.0
Segment,SVM,2,2,0.93585,0.9529,0.03527,0.0
Segment,SVM,4,4,0.99761,0.99788,0.0007,0.0
Segment,SVM,3,1,0.24688,0.23895,0.11717,0.5
Segment,SVM,3,3,0.97746,0.97862,0.00874,0.0
Segment,SVM,0,0,0.9952,0.99475,0.00355,0.0
Segment,SVM,0,0,0.99229,0.99171,0.0064,0.0
Segment,SVM,5,5,0.9833,0.97735,0.01037,0.0
Segment,SVM,4,4,0.98686,0.98729,0.00458,0.0
Segment,SVM,6,6,0.59359,0.55651,0.27298,0.2
Segment,SVM,6,6,0.61866,0.64099,0.17879,0.1
Segment,SVM,1,1,0.99176,0.9867,0.01469,0.0
Segment,SVM,3,3,0.99207,0.99257,0.00424,0.0
Segment,SVM,2,2,0.63181,0.64135,0.21334,0.1
Segment,SVM,6,6,0.98088,0.98298,0.01028,0.0
Segment,SVM,3,3,0.99228,0.99333,0.00381,0.0
Segment,SVM,3,3,0.98129,0.98396,0.01048,0.0
Segment,SVM,4,4,0.99438,0.99394,0.00323,0.0
Segment,SVM,3,3,0.99382,0.99459,0.00327,0.0
Segment,SVM,2,2,0.74933,0.79185,0.12245,0.0
Segment,SVM,4,4,0.98174,0.98074,0.01004,0.0
Segment,SVM,0,0,0.99634,0.99637,0.00145,0.0
Segment,SVM,4,4,0.98186,0.98183,0.00734,0.0
Segment,SVM,5,5,0.98119,0.9779,0.00632,0.0
Segment,SVM,2,2,0.89444,0.87453,0.14727,0.0
Segment,SVM,1,1,0.95719,0.95089,0.0318,0.0
Segment,SVM,5,5,0.96646,0.95999,0.02265,0.0
Segment,SVM,1,1,0.98131,0.96896,0.03508,0.0
Segment,SVM,1,1,0.88339,0.86319,0.06162,0.0
Segment,SVM,6,6,0.96757,0.96654,0.02288,0.0
Segment,SVM,0,0,0.99579,0.99579,0.00297,0.0
Segment,SVM,5,5,0.99064,0.98814,0.00524,0.0
